RefID,Income,LoanBalance,Age,InterestType,MortgageType,InterestIncome,MortgageYears,PropertyValue,AnnualPayment,CreditRating,InterestRate,LoanToValue,Default
1972,49541,"51,875",69,3,1,130,28,"1,48,215","5,293",4,0,105,0
1973,67033,"32,409",57,3,2,527,33,"94,722","2,870",4,1,87,0
1974,79088,"1,69,854",28,1,2,"9,342",33,"2,17,761","6,599",1,5,130,0
1975,198267,"1,68,620",66,2,2,"4,215",33,"1,83,706","5,567",1,5,62,0
1976,144560,"1,66,001",58,3,2,"1,453",35,"1,78,563","5,102",3,1,108,0
1977,49459,"1,29,638",52,1,1,"6,806",35,"1,85,197","5,291",3,4,51,0
1978,47959,"1,52,906",28,3,1,"5,161",33,"2,50,666","7,596",3,3,141,0
1979,161188,"1,21,907",27,3,2,"3,505",28,"1,93,503","6,911",1,2,28,1
1980,106870,"94,282",68,3,2,"2,003",28,"1,27,408","4,550",2,2,28,0
1981,36536,"1,75,167",35,3,2,"3,065",29,"2,50,239","8,629",3,1,196,0
1982,79012,"57,340",69,3,2,"1,505",30,"63,426","2,114",1,2,131,0
1983,64385,"31,427",29,1,2,"1,611",31,"72,180","2,328",1,4,36,0
1984,100837,"2,00,349",64,2,2,"4,007",34,"2,86,213","8,418",2,5,107,0
1985,102594,"7,781",50,2,2,29,28,"73,471","2,624",3,5,88,0
1986,166807,"4,885",64,3,2,0,31,"4,15,149","13,392",2,0,178,0
1987,80798,"59,833",25,3,1,"2,692",29,"65,186","2,248",3,4,112,0
1988,185541,"79,626",57,3,2,995,29,"1,03,410","3,566",1,1,102,0
1989,101976,"78,971",42,3,2,"2,764",28,"85,495","3,053",1,3,152,0
1990,80911,"10,375",59,1,1,571,30,"79,808","2,660",1,5,6,0
1991,77592,"33,064",65,1,2,"1,943",34,"1,75,609","5,165",1,5,108,0
1992,91707,"1,63,659",34,2,2,"6,342",35,"1,73,844","4,967",3,5,110,0
1993,40205,"98,084",31,1,2,"5,395",30,"1,53,257","5,109",1,4,149,0
1994,155910,"1,15,838",59,3,2,"2,172",28,"1,26,202","4,507",3,2,159,1
1995,42669,"70,258",46,2,2,"2,371",32,"74,018","2,313",3,5,158,0
1996,110783,"1,54,719",64,2,2,"7,736",32,"1,66,428","5,201",1,4,87,0
1997,33402,"1,80,329",45,3,2,"6,312",35,"1,91,552","5,473",1,3,33,0
1998,169459,"1,14,805",46,1,2,"5,597",33,"1,73,948","5,271",1,4,125,0
1999,83383,"1,15,586",65,2,2,"2,167",31,"1,77,825","5,736",3,2,150,0
2000,171552,"1,61,166",31,1,2,"8,663",32,"2,37,008","7,407",4,4,58,0
2001,67948,"1,07,654",56,3,2,"4,575",29,"1,18,809","4,097",5,3,176,0
2002,50149,"1,19,666",26,3,2,"5,535",34,"1,99,443","5,866",1,4,22,0
2003,39231,"19,340",33,3,2,0,29,"96,675","3,334",1,0,48,0
2004,167180,"1,87,557",32,3,1,"1,641",29,"2,50,076","8,623",3,1,23,0
2005,153498,"1,90,755",39,3,1,"3,100",35,"1,55,866","4,453",5,1,15,0
2006,159036,"1,82,621",42,3,2,913,32,"2,94,550","9,205",2,0,198,0
2007,49226,"67,992",30,3,2,"1,700",28,"93,139","3,326",1,2,86,0
2008,135023,"1,85,341",34,3,2,"8,340",30,"2,64,772","8,826",4,4,161,0
2009,62027,"54,469",36,2,2,"1,702",29,"1,43,339","4,943",1,5,48,0
2010,80771,"34,550",29,3,1,"1,425",33,"1,15,179","3,490",3,3,140,0
2011,69217,"1,31,904",26,3,2,"2,638",35,"1,69,108","4,832",1,2,88,0
2012,41273,"1,66,101",58,3,1,"8,097",34,"2,18,555","6,428",4,4,128,0
2013,167384,"1,11,255",64,1,2,"6,397",31,"1,44,487","4,661",2,5,116,0
2014,91016,"38,529",39,3,2,963,32,"1,12,900","3,528",1,2,159,0
2015,180453,"1,13,521",44,1,2,"6,811",34,"1,47,430","4,336",1,5,108,0
2016,103569,"26,315",62,3,2,526,32,"1,49,083","4,659",1,2,176,0
2017,181910,"1,93,399",33,3,2,"1,692",33,"2,72,393","8,254",2,1,104,0
2018,153635,"1,45,049",54,1,2,"8,703",28,"1,98,698","7,096",1,5,59,0
2019,166982,"1,13,622",41,3,2,"1,136",34,"1,47,561","4,340",1,1,45,0
2020,51429,"51,523",32,3,2,773,31,"68,990","2,225",2,1,94,0
2021,104173,"1,62,777",67,3,2,"6,104",29,"2,39,379","8,254",1,3,97,1
2022,149539,"1,30,192",62,3,2,"4,719",32,"2,09,987","6,562",3,3,46,0
2023,65285,"96,699",34,3,2,"2,901",34,"1,36,196","4,006",3,2,197,0
2024,40096,"59,833",51,3,2,0,34,"60,889","1,791",1,0,100,0
2025,89672,"28,103",55,2,2,948,33,"1,70,584","5,169",2,5,60,0
2026,99935,"1,86,348",42,3,2,"6,755",31,"2,35,883","7,609",1,3,110,0
2027,51954,"1,66,807",36,2,1,"9,174",32,"1,79,430","5,607",1,4,27,0
2028,85510,"33,392",58,2,2,"2,254",33,"1,35,122","4,095",2,5,88,0
2029,126495,"42,810",41,2,2,"1,926",30,"1,21,263","4,042",3,5,94,0
2030,100336,"35,885",41,3,2,538,31,"84,706","2,732",3,1,148,0
2031,123360,"2,04,832",49,2,2,"9,473",33,"1,95,576","5,927",2,5,71,0
2032,80402,"1,35,379",69,2,2,"8,969",33,"1,80,506","5,470",1,4,198,0
2033,58673,"70,107",47,2,1,"3,330",30,"74,470","2,482",1,4,180,0
2034,141955,"1,14,831",36,3,2,"4,019",29,"1,55,176","5,351",3,3,135,0
2035,179523,"40,669",38,1,2,"1,983",31,"1,25,715","4,055",3,4,9,0
2036,113797,"1,16,996",27,2,1,"8,043",34,"1,25,850","3,701",4,4,79,0
2037,79191,"1,41,146",37,3,2,"4,764",30,"1,85,718","6,191",1,3,192,0
2038,199277,"51,825",44,3,2,"1,684",35,"67,654","1,933",3,3,160,0
2039,67084,"56,207",44,1,2,"2,951",32,"79,164","2,474",1,5,20,0
2040,188143,"1,77,987",47,3,2,"3,560",28,"1,96,430","7,015",1,2,25,0
2041,91740,"83,403",68,3,2,"1,981",29,"1,12,500","3,879",1,2,147,1
2042,49567,"99,117",59,3,1,"4,460",31,"1,43,648","4,634",2,4,135,0
2043,122437,"87,256",27,3,2,"1,636",32,"1,14,811","3,588",1,2,34,0
2044,114228,"49,181",53,1,1,"2,828",30,"1,30,603","4,353",1,5,198,0
2045,40122,"1,16,719",26,3,2,"5,544",31,"1,76,847","5,705",3,4,22,1
2046,118568,"83,403",54,1,2,"4,691",30,"92,305","3,077",2,5,4,0
2047,150174,"1,00,149",34,3,2,"4,507",33,"1,45,144","4,398",2,4,139,0
2048,67523,"1,08,283",68,2,2,"3,113",28,"1,59,240","5,687",1,5,102,0
2049,93002,"7,101",31,2,2,311,35,"3,01,732","8,621",1,5,1,0
2050,58914,"1,03,247",54,3,1,"4,775",31,"1,09,672","3,538",1,4,62,0
2051,108925,"1,47,089",46,2,2,"2,390",35,"1,58,220","4,521",4,4,199,0
2052,180596,"66,632",63,3,2,"2,665",31,"92,824","2,994",2,3,32,1
2053,71721,"1,80,707",27,2,2,"2,033",28,"2,54,517","9,090",1,5,113,0
2054,98730,"1,86,600",57,2,2,"12,595",33,"2,36,202","7,158",1,5,89,0
2055,81291,"1,75,167",55,3,2,"2,190",29,"2,36,712","8,162",1,1,184,0
2056,179195,"78,845",59,1,2,"3,844",30,"1,06,548","3,552",1,4,24,0
2057,195449,"1,61,166",63,2,2,"7,252",34,"2,26,994","6,676",1,5,177,0
2058,128140,"1,07,200",37,2,2,804,31,"1,46,850","4,737",1,5,174,0
2059,166902,"1,06,823",34,1,2,"5,608",30,"1,13,471","3,782",3,4,74,0
2060,84978,"1,05,035",27,3,2,"1,707",33,"1,11,571","3,381",2,1,175,0
2061,96712,"1,39,887",66,3,2,"5,945",33,"2,22,043","6,729",1,3,72,0
2062,90101,"1,12,438",37,3,2,"3,795",34,"1,62,954","4,793",1,3,20,0
2063,143189,"1,25,457",53,2,2,"6,900",31,"1,60,843","5,188",1,5,69,1
2064,97294,"9,368",56,3,2,35,35,"66,338","1,895",1,0,70,0
2065,33846,"26,869",58,3,2,202,35,"91,333","2,610",1,1,72,0
2066,119188,"9,468",35,2,2,320,30,"89,402","2,980",1,5,23,0
2067,88590,"33,140",63,3,2,"1,036",34,"1,04,302","3,068",2,3,135,0
2068,91600,"48,350",33,2,2,"1,148",28,"1,46,739","5,241",1,5,107,0
2069,139952,"12,717",59,3,2,572,35,"90,056","2,573",4,4,144,0
2070,114303,"1,14,755",65,1,2,"7,316",34,"1,21,897","3,585",1,5,111,0
2071,133584,"86,476",29,3,2,"4,216",33,"1,15,301","3,494",1,4,99,0
2072,57294,"1,76,074",37,3,2,"8,363",31,"1,89,399","6,110",1,4,166,0
2073,81544,"29,010",55,3,2,"1,378",35,"1,45,171","4,148",4,4,154,0
2074,48428,"9,972",57,2,2,137,32,"70,618","2,207",1,1,16,0
2075,72554,"4,986",26,2,2,150,28,"2,11,854","7,566",1,2,175,0
2076,103425,"1,94,960",61,3,2,"8,773",35,"2,86,706","8,192",3,4,82,0
2077,71416,"1,41,322",41,1,2,"8,126",33,"1,90,976","5,787",1,5,90,0
2078,96736,"51,825",29,2,1,"2,721",30,"69,394","2,313",2,5,102,1
2079,47379,"2,367",63,2,1,68,32,"1,00,577","3,143",4,2,2,0
2080,141519,"60,437",52,1,1,"3,853",28,"63,915","2,283",4,5,103,0
2081,54855,"99,192",26,3,2,"2,108",29,"1,33,797","4,614",1,2,86,0
2082,163405,"14,052",65,3,2,193,34,"79,606","2,341",3,1,183,0
2083,150171,"1,41,020",59,3,1,881,29,"1,90,568","6,571",1,1,124,0
2084,111077,"1,67,814",42,3,2,"8,181",30,"2,46,785","8,226",3,4,58,0
2085,156852,"17,980",46,3,1,764,28,"95,495","3,411",1,3,169,0
2086,190342,"12,465",33,3,2,218,30,"70,618","2,354",3,1,169,0
2087,182351,"1,82,369",36,2,2,"2,052",31,"2,56,858","8,286",3,5,146,0
2088,36987,"1,74,638",58,1,1,"10,478",35,"2,26,803","6,480",1,5,60,0
2089,78079,"2,15,282",52,3,2,"6,189",30,"2,31,574","7,719",3,2,53,0
2090,133006,"39,083",62,2,2,"2,394",31,"94,891","3,061",1,5,69,0
2091,191565,"1,58,773",61,1,2,"10,519",31,"2,03,556","6,566",2,5,166,0
2092,187118,"1,94,104",29,3,2,"6,066",31,"3,18,203","10,265",1,3,147,0
2093,90562,"52,077",53,2,2,130,30,"1,48,791","4,960",1,5,67,0
2094,47655,"2,06,015",54,2,2,"6,695",31,"2,13,499","6,887",1,5,149,0
2095,43640,"66,783",28,1,2,"3,757",32,"89,119","2,785",3,5,21,0
2096,82196,"1,94,381",64,3,2,0,29,"2,06,478","7,120",4,0,138,0
2097,82226,"48,803",54,1,1,"2,989",33,"1,29,600","3,927",2,5,194,0
2098,83428,"93,678",43,1,2,"4,918",35,"1,02,803","2,937",3,5,101,0
2099,145439,"1,62,878",63,3,1,"4,683",32,"2,62,707","8,210",4,2,129,0
2100,37917,"1,80,153",61,2,1,"6,756",35,"2,43,450","6,956",1,3,118,0
2101,92575,"33,845",66,1,2,"2,285",32,"1,59,782","4,993",3,5,137,0
2102,43818,"1,67,461",45,1,2,"9,001",34,"2,29,399","6,747",1,5,41,0
2103,192557,"19,944",66,2,1,274,32,"1,41,236","4,414",4,1,178,0
2104,148604,"1,16,996",66,3,2,"4,241",28,"1,29,119","4,611",4,3,8,0
2105,188810,"1,15,838",37,3,2,"3,475",35,"1,46,630","4,189",1,2,5,1
2106,162468,"1,05,765",51,1,2,"6,610",29,"1,62,715","5,611",1,5,39,0
2107,71801,"1,50,539",32,3,2,"3,575",35,"2,46,785","7,051",3,2,65,0
2108,152999,"1,35,984",25,1,2,"6,969",30,"1,76,602","5,887",3,4,12,0
2109,71838,"1,41,322",32,2,1,"1,943",28,"2,17,419","7,765",1,5,111,0
2110,93371,"66,783",39,2,2,"3,673",28,"84,536","3,019",1,5,51,0
2111,75688,"1,42,027",61,2,2,"8,167",32,"1,54,734","4,835",3,5,127,0
2112,107560,"38,277",60,1,2,"2,010",28,"95,692","3,418",1,5,158,0
2113,48199,"1,81,563",37,3,2,"3,177",32,"2,29,827","7,182",2,1,79,0
2114,110185,"1,19,666",51,3,2,"2,842",29,"1,51,475","5,223",1,2,198,0
2115,147610,"1,52,226",66,2,2,"2,664",30,"1,63,746","5,458",2,5,42,0
2116,69207,"1,48,575",36,2,2,"3,157",29,"2,39,637","8,263",1,5,125,0
2117,132851,"1,56,230",45,2,1,"4,882",30,"1,70,208","5,674",1,3,143,0
2118,104229,"1,34,347",31,3,2,"4,030",31,"2,00,518","6,468",3,2,70,0
2119,95962,"1,66,807",61,2,2,"5,213",31,"1,84,091","5,938",3,5,192,0
2120,186954,"1,85,341",37,2,2,"9,730",29,"1,96,875","6,789",2,5,116,0
2121,154305,"1,78,793",46,1,2,"9,387",33,"2,88,376","8,739",1,4,40,0
2122,158862,"87,256",29,3,2,327,30,"1,28,318","4,277",1,0,103,0
2123,98739,"98,714",55,3,2,"2,715",30,"1,09,192","3,640",1,2,134,0
2124,137943,"1,08,888",47,1,2,"6,261",35,"1,67,519","4,786",2,5,97,0
2125,54897,"45,781",39,2,2,"2,346",35,"1,34,152","3,833",1,4,40,1
2126,88937,"56,811",54,3,2,"2,770",35,"60,223","1,721",1,4,155,0
2127,153392,"2,08,055",31,1,2,"10,143",32,"2,18,274","6,821",1,4,195,0
2128,74207,"1,08,888",68,3,2,"5,172",31,"1,60,129","5,165",2,4,72,0
2129,142717,"84,763",55,3,2,424,32,"1,10,911","3,466",4,0,102,1
2130,134095,"1,75,494",52,2,1,"11,407",28,"1,86,416","6,658",4,5,35,0
2131,33443,"1,13,622",47,1,1,"6,249",35,"1,77,534","5,072",3,5,146,0
2132,55301,"34,197",25,1,1,"2,351",31,"82,851","2,673",4,6,192,0
2133,50193,"33,492",65,3,1,"1,465",28,"72,978","2,606",1,4,21,0
2134,198027,"37,018",65,3,2,"1,249",28,"85,019","3,036",3,3,82,0
2135,34002,"1,49,582",38,3,1,"1,870",29,"2,02,138","6,970",1,1,158,0
2136,112468,"1,75,494",28,2,2,"3,510",30,"1,91,196","6,373",1,4,122,1
2137,44697,"1,15,586",27,2,2,"4,046",33,"1,56,197","4,733",1,5,24,0
2138,127442,"1,19,313",55,2,1,"5,369",35,"1,29,988","3,714",3,4,183,0
2139,32902,"1,01,736",52,1,2,"5,214",30,"1,66,780","5,559",1,4,34,0
2140,143407,"33,064",57,2,2,620,33,"82,640","2,504",1,5,163,0
2141,73865,"1,52,075",44,2,2,"4,942",32,"1,67,833","5,245",1,5,138,0
2142,73766,"1,57,892",43,3,2,592,30,"1,69,841","5,661",2,0,43,0
2143,132075,"48,803",40,2,2,"1,830",30,"2,07,361","6,912",1,5,164,0
2144,198421,"20,347",61,2,2,"1,246",32,"1,44,090","4,503",2,5,13,0
2145,158019,"1,93,399",43,2,2,725,29,"3,11,934","10,756",1,0,99,0
2146,171699,"62,250",43,3,2,934,29,"63,349","2,184",1,1,150,0
2147,192766,"11,962",59,1,1,763,30,"63,530","2,118",5,5,64,1
2148,138571,"1,95,816",27,3,1,"7,098",28,"3,21,010","11,465",2,3,51,0
2149,176451,"21,077",29,3,2,896,32,"89,557","2,799",1,3,55,0
2150,59589,"34,550",37,2,1,"1,641",34,"94,479","2,779",4,4,61,0
2151,127015,"1,75,872",29,3,2,"8,574",30,"2,44,267","8,142",2,4,109,0
2152,104065,"78,845",48,2,2,"1,084",33,"1,00,738","3,053",3,5,178,0
2153,193059,"1,50,060",56,1,2,"8,816",29,"2,08,417","7,187",1,5,132,0
2154,84175,"1,45,200",33,2,2,"3,267",30,"2,04,507","6,817",3,5,196,0
2155,111441,"33,064",51,2,2,909,34,"78,049","2,296",3,5,141,0
2156,120713,"44,094",28,1,2,"2,260",30,"1,25,983","4,199",3,4,181,0
2157,130776,"89,749",40,1,2,"5,161",30,"1,35,984","4,533",2,5,10,0
2158,85834,"57,415",35,3,2,933,35,"60,988","1,743",3,1,25,0
2159,81197,"1,91,737",39,2,2,"11,984",29,"2,06,247","7,112",1,5,66,0
2160,120061,"60,890",31,3,1,"1,827",32,"96,651","3,020",2,2,197,0
2161,191577,"78,971",55,3,2,395,35,"1,06,522","3,043",2,0,22,0
2162,95596,"1,85,341",42,2,2,"3,475",33,"1,96,875","5,966",2,5,163,1
2163,67335,"70,510",39,3,1,"1,058",32,"64,428","2,013",5,1,51,0
2164,94063,"41,702",26,3,1,730,34,"1,06,927","3,145",2,1,102,0
2165,180542,"61,696",28,2,2,"1,388",28,"62,785","2,242",1,5,10,0
2166,172683,"1,87,355",35,3,2,"6,089",28,"2,40,199","8,579",2,3,104,0
2167,194812,"91,864",27,3,2,"4,134",28,"1,16,858","4,173",2,4,70,0
2168,183346,"1,06,369",65,3,2,0,30,"1,54,159","5,139",1,0,7,0
2169,43519,"1,45,931",47,1,2,"7,844",35,"1,97,203","5,634",3,5,82,0
2170,198427,"1,38,502",68,3,2,"4,674",35,"1,84,669","5,276",1,3,49,0
2171,180683,"1,55,475",30,3,2,583,34,"1,69,385","4,982",1,0,85,0
2172,143894,"20,146",67,3,1,655,33,"53,015","1,607",1,3,108,0
2173,59079,"1,33,566",61,2,1,"8,014",33,"1,82,967","5,544",4,5,73,0
2174,129239,"1,06,369",66,2,2,"3,723",35,"1,34,645","3,847",1,5,83,0
2175,130650,"82,270",44,1,2,"4,114",28,"1,04,139","3,719",2,4,107,0
2176,108547,"1,93,777",54,3,2,"4,118",34,"2,08,441","6,131",1,2,45,0
2177,194292,"1,02,869",51,1,2,"5,529",33,"1,37,159","4,156",2,5,56,0
2178,59528,"44,018",30,3,2,165,33,"1,70,028","5,152",1,0,157,0
2179,176872,"18,534",40,3,1,718,35,"92,647","2,647",4,3,149,0
2180,43956,"20,146",27,3,2,277,35,"57,559","1,645",2,1,156,0
2181,173548,"4,885",66,2,2,24,34,"1,38,383","4,070",1,5,190,0
2182,42288,"1,94,104",64,3,2,"7,279",31,"2,45,701","7,926",2,3,46,0
2183,69779,"49,181",37,3,1,553,29,"1,99,015","6,863",5,1,25,0
2184,132931,"1,19,540",54,3,2,"4,034",34,"1,70,771","5,023",2,3,134,0
2185,74475,"22,664",68,3,2,652,32,"80,248","2,508",1,2,65,0
2186,52425,"1,34,347",42,3,1,"4,198",35,"1,42,708","4,077",2,3,47,0
2187,33576,"1,89,471",67,2,2,"10,895",33,"3,00,747","9,114",2,5,31,0
2188,161663,"1,45,956",64,3,2,"6,568",29,"1,84,754","6,371",4,4,133,0
2189,59461,"93,300",36,2,2,"6,414",32,"1,03,258","3,227",1,5,149,1
2190,119461,"56,811",35,2,2,"1,846",33,"60,007","1,818",1,3,139,0
2191,151141,"62,326",41,2,1,"1,792",33,"77,973","2,363",4,2,83,0
2192,136297,"87,256",36,1,2,"4,254",28,"1,38,502","4,946",3,4,137,0
2193,129961,"60,236",35,3,2,151,30,"91,266","3,042",1,0,84,0
2194,114170,"64,819",48,3,2,486,31,"92,598","2,987",1,1,23,0
2195,61595,"2,08,055",63,3,2,"2,861",32,"2,21,003","6,906",2,1,11,0
2196,109977,"1,06,520",38,3,1,"4,527",35,"1,54,378","4,411",5,3,164,0
2197,133425,"23,419",42,2,2,29,28,"1,53,088","5,467",1,5,10,0
2198,104687,"1,33,491",51,3,2,"4,172",33,"1,85,404","5,618",1,3,5,0
2199,70889,"1,24,501",50,2,1,"5,291",31,"1,11,367","3,592",5,5,77,0
2200,176489,"89,019",44,3,1,"2,893",30,"1,16,209","3,874",4,3,149,0
2201,66531,"1,67,864",32,1,2,"10,701",28,"2,29,951","8,213",2,5,196,0
2202,158780,"46,335",64,2,2,405,32,"1,51,442","4,733",2,5,88,0
2203,177619,"1,64,389",33,2,2,"8,014",30,"1,74,619","5,821",1,4,131,0
2204,85355,"1,48,575",60,3,1,"5,200",32,"2,21,753","6,930",1,3,82,0
2205,130138,"16,394",49,1,2,902,29,"1,07,162","3,695",1,5,92,0
2206,138193,"1,26,792",35,1,1,"6,498",33,"1,86,459","5,650",4,4,3,0
2207,151210,"55,401",35,3,1,831,28,"71,949","2,570",2,1,99,0
2208,79159,"1,81,991",68,2,1,"7,507",34,"2,30,369","6,776",1,3,94,0
2209,185595,"1,34,926",54,2,1,"7,252",35,"2,10,822","6,023",1,4,99,1
2210,39207,"44,975",36,2,2,"1,518",31,"1,46,998","4,742",1,3,174,0
2211,123855,"1,69,526",48,3,2,"4,238",28,"2,82,544","10,091",2,2,120,0
2212,176250,"9,771",62,1,1,513,34,"69,192","2,035",1,4,43,0
2213,126820,"1,48,273",46,1,2,"9,267",28,"2,03,113","7,254",1,5,2,1
2214,107125,"1,13,622",45,3,2,"3,977",30,"1,20,693","4,023",1,3,55,0
2215,113197,"76,503",48,2,2,"3,156",31,"1,02,004","3,290",1,3,52,0
2216,151196,"1,36,135",59,2,2,"1,361",28,"2,12,710","7,597",3,5,159,0
2217,120074,"1,25,911",67,3,2,"1,259",31,"1,38,957","4,482",1,1,16,0
2218,32366,"1,22,083",67,3,2,"2,136",32,"1,87,820","5,869",3,1,154,0
2219,160096,"1,63,684",43,3,1,"3,069",31,"96,595","3,116",5,2,47,0
2220,117989,"7,404",46,3,2,287,28,"78,643","2,809",3,3,45,1
2221,37075,"41,097",58,3,2,565,33,"1,38,338","4,192",3,1,114,0
2222,126467,"1,63,936",28,1,2,"10,861",35,"2,21,535","6,330",1,5,180,0
2223,77349,"62,552",43,1,1,"3,206",33,"2,21,484","6,712",5,4,77,0
2224,175452,"50,969",56,2,2,"3,504",33,"1,30,689","3,960",2,5,179,0
2225,64860,"76,554",31,1,1,"3,732",34,"75,362","2,217",3,4,122,0
2226,151293,"45,328",45,3,2,"1,416",29,"1,24,255","4,285",1,3,194,0
2227,69310,"1,99,443",31,3,2,"7,479",28,"2,20,109","7,861",2,3,197,0
2228,186801,"1,07,654",27,3,2,942,28,"1,45,478","5,196",2,1,82,0
2229,154718,"1,77,232",32,3,2,"5,317",29,"2,64,525","9,122",2,2,8,0
2230,131511,"1,47,542",31,3,1,"2,398",30,"88,922","2,964",5,1,45,0
2231,34880,"72,298",47,3,2,90,28,"1,07,907","3,854",3,0,167,1
2232,74976,"96,020",67,3,2,"2,641",34,"1,35,715","3,992",1,2,86,0
2233,147961,"54,444",25,2,1,"2,586",31,"1,39,600","4,503",4,4,146,0
2234,115212,"6,950",59,3,2,243,31,"98,437","3,175",2,3,144,0
2235,172958,"9,972",55,3,2,461,34,"70,618","2,077",1,4,52,0
2236,198079,"43,515",36,3,2,870,28,"1,19,285","4,260",1,2,148,0
2237,86712,"17,980",49,3,2,382,35,"1,01,861","2,910",2,2,197,0
2238,181090,"1,19,615",52,1,2,"7,476",33,"1,61,642","4,898",4,5,169,0
2239,193585,"68,395",28,2,2,"1,026",35,"70,025","2,001",1,1,60,0
2240,116680,"62,200",33,2,2,"3,965",30,"81,842","2,728",2,5,165,0
2241,199159,"1,08,787",38,2,2,"1,768",33,"1,69,980","5,151",2,5,153,0
2242,94393,"7,404",35,3,2,231,33,"1,04,857","3,177",1,3,145,0
2243,127123,"68,647",57,2,2,601,34,"73,420","2,159",1,4,73,0
2244,96263,"13,901",60,3,2,400,35,"84,375","2,411",3,2,64,0
2245,128104,"90,908",66,3,2,"3,068",30,"1,18,849","3,962",1,3,105,0
2246,188362,"1,20,925",63,3,1,"3,023",33,"1,08,169","3,278",5,2,120,1
2247,132796,"38,906",54,3,2,"1,654",33,"1,32,249","4,008",2,3,79,0
2248,135095,"14,656",61,2,2,147,29,"88,961","3,068",2,5,124,0
2249,182213,"1,69,526",53,3,2,"2,967",29,"2,53,024","8,725",1,1,126,0
2250,40492,"46,688",43,2,2,"2,043",33,"1,32,249","4,008",1,5,128,0
2251,156759,"83,051",38,3,2,"3,218",32,"1,31,827","4,120",3,3,5,0
2252,36437,"1,07,729",27,2,1,"1,751",30,"1,65,737","5,525",1,4,97,0
2253,100779,"39,083",63,3,1,"1,319",28,"1,58,152","5,648",5,3,151,0
2254,117093,"67,312",67,3,2,"1,178",29,"93,489","3,224",1,1,9,0
2255,199115,"1,44,596",69,3,2,"5,422",33,"1,90,258","5,765",1,3,4,0
2256,174346,"1,42,103",64,2,2,"3,020",29,"1,84,549","6,364",1,5,144,0
2257,61147,"1,57,137",26,3,2,"3,928",29,"2,45,526","8,466",3,2,172,0
2258,115412,"17,804",68,3,2,45,32,"94,559","2,955",2,0,87,0
2259,140312,"1,53,611",41,3,2,"7,489",33,"2,10,426","6,377",1,4,200,0
2260,76761,"1,36,361",65,3,1,"6,136",31,"95,767","3,089",5,4,164,0
2261,86093,"34,751",63,3,2,521,33,"89,489","2,712",3,1,80,0
2262,84856,"1,04,279",51,3,1,"3,910",34,"1,33,691","3,932",2,3,99,0
2263,35665,"1,80,757",62,3,1,"7,230",28,"1,43,556","5,127",5,3,194,0
2264,197432,"1,56,910",39,3,1,"3,923",29,"1,13,966","3,930",5,2,112,0
2265,187049,"1,66,807",28,2,2,"9,174",33,"2,31,676","7,020",3,5,42,0
2266,69814,"1,24,400",55,1,2,"8,397",31,"1,80,290","5,816",1,5,136,0
2267,60907,"91,864",52,3,2,"3,789",31,"1,24,141","4,005",1,3,159,0
2268,86843,"1,97,428",61,1,1,"12,586",29,"2,66,795","9,200",3,5,104,0
2269,60514,"54,444",56,1,1,"3,335",33,"71,073","2,154",4,5,4,0
2270,42907,"1,40,516",51,3,2,176,33,"1,49,261","4,523",1,0,148,0
2271,136528,"38,906",44,3,2,"1,119",30,"1,05,815","3,527",3,2,69,0
2272,169482,"36,640",49,2,1,"1,466",35,"1,94,601","5,560",5,3,1,0
2273,49785,"1,07,200",40,3,2,134,32,"1,57,648","4,926",2,0,19,1
2274,130033,"1,77,685",33,2,2,"6,219",32,"1,88,743","5,898",3,5,180,0
2275,91167,"1,49,129",32,3,2,"2,983",29,"1,62,471","5,602",2,2,173,0
2276,155688,"2,07,501",54,3,1,"2,334",28,"2,15,038","7,680",1,1,137,0
2277,169410,"23,923",38,3,1,897,30,"1,59,621","5,321",4,3,97,0
2278,177645,"40,241",53,1,2,"2,767",33,"97,704","2,961",2,6,122,0
2279,113964,"1,47,467",45,3,1,"1,475",29,"1,60,660","5,540",4,1,107,0
2280,139960,"71,769",37,3,2,"2,781",34,"94,433","2,777",4,3,43,0
2281,59454,"1,47,517",46,2,2,"2,950",28,"2,37,931","8,498",2,5,174,0
2282,178191,"1,01,736",39,2,2,"3,179",32,"1,08,067","3,377",1,3,62,0
2283,135131,"1,14,805",69,3,1,"4,879",32,"1,26,701","3,959",4,3,62,0
2284,156311,"1,05,035",44,3,2,131,32,"1,54,463","4,827",3,0,65,0
2285,179496,"60,236",53,3,2,602,33,"76,399","2,315",1,1,26,0
2286,58576,"33,719",38,3,2,"1,054",35,"1,02,335","2,924",1,2,108,0
2287,161392,"4,936",50,3,2,31,31,"83,886","2,706",1,3,23,0
2288,154416,"21,077",36,2,2,738,32,"56,966","1,780",4,1,198,0
2289,58377,"47,846",53,3,2,"1,974",32,"1,16,168","3,630",1,5,123,0
2290,57822,"1,55,500",63,2,2,"9,719",29,"2,07,333","7,149",4,3,17,0
2291,186531,"96,699",31,2,2,"3,989",30,"1,58,524","5,284",3,5,55,0
2292,97781,"2,02,313",40,2,2,"12,392",30,"2,56,093","8,536",1,4,150,0
2293,150672,"1,62,173",33,2,2,"1,014",28,"2,57,418","9,193",1,4,180,1
2294,199941,"1,45,931",54,1,2,"8,756",34,"1,92,014","5,647",2,5,38,0
2295,94720,"1,77,031",40,3,1,"8,630",29,"2,56,566","8,847",3,5,30,0
2296,81059,"17,451",60,3,2,611,34,"92,686","2,726",3,4,160,0
